SK_ID_CURR,TARGET
171703,0.0
171704,0.0
171705,1.0
171706,0.0
171707,1.0
171708,0.0
171709,0.0
171710,0.0
171711,0.0
171712,0.0
171713,0.0
171714,0.0
171715,0.0
171716,0.0
171717,1.0
171718,1.0
171719,0.0
171720,0.0
171721,1.0
171722,1.0
171723,1.0
171724,0.0
171725,0.0
171726,1.0
171727,1.0
171728,0.0
171729,0.0
171730,1.0
171731,0.0
171732,1.0
171733,0.0
171734,1.0
171735,1.0
171736,0.0
171737,0.0
171738,1.0
171739,1.0
171740,0.0
171741,0.0
171742,1.0
171743,0.0
171744,0.0
171745,1.0
171746,0.0
171747,1.0
171748,0.0
171749,0.0
171750,0.0
171751,1.0
171752,1.0
171753,0.0
171754,1.0
171755,0.0
171756,1.0
171757,1.0
171758,1.0
171759,0.0
171760,4.774637231386114e-165
171761,0.0
171762,0.0
171763,1.0
171764,1.0
171765,0.0
171766,1.0
171767,1.0
171768,0.0
171769,0.0
171770,0.0
171771,0.0
171772,0.0
171773,0.0
171774,0.0
171775,1.0
171776,1.0
171777,0.0
171778,0.0
171779,0.0
171780,0.0
171781,1.0
171782,0.0
171783,1.0
171784,1.0
171785,1.0
171786,0.0
171787,0.0
171788,0.0
171789,0.0
171790,1.0
171791,0.0
171792,0.0
171793,1.0
171794,0.0
171795,0.0
171796,1.0
171797,1.0
171798,1.0
171799,1.0
171800,1.0
171801,0.0
171802,1.0
171803,1.0
171804,0.0
171805,0.0
171806,0.0
171807,0.0
171808,0.0
171809,0.0
171810,1.0
171811,1.0
171812,1.0
171813,0.0
171814,0.0
171815,0.0
171816,0.0
171817,0.0
171818,0.0
171819,0.0
171820,0.0
171821,0.0
171822,0.0
171823,1.0
171824,1.0
171825,1.0
171826,1.0
171827,1.0
171828,0.0
171829,0.0
171830,0.0
171831,1.0
171832,0.0
171833,0.0
171834,0.0
171835,1.0
171836,1.0
171837,0.0
171838,0.0
171839,0.0
171840,0.0
171841,1.0
171842,0.0
171843,0.0
171844,0.0
171845,1.0
171846,1.0
171847,0.0
171848,0.0
171849,0.0
171850,1.0
171851,0.0
171852,1.0
171853,1.0
171854,0.0
171855,0.0
171856,1.0
171857,1.0
171858,0.0
171859,1.0
171860,0.0
171861,1.0
171862,0.0
171863,1.0
171864,1.0
171865,0.0
171866,0.0
171867,0.0
171868,1.0
171869,1.0
171870,0.0
171871,0.0
171872,0.0
171873,1.0
171874,1.0
171875,1.0
171876,0.0
171877,0.0
171878,0.0
171879,1.0
171880,1.0
171881,0.0
171882,1.0
171883,0.0
171884,1.0
171885,1.0
171886,1.0
171887,0.0
171888,0.0
171889,1.0
171890,0.0
171891,0.0
171892,0.0
171893,0.0
171894,0.0
171895,1.0
171896,1.0
171897,1.0
171898,0.0
171899,1.0
171900,0.0
171901,0.0
171902,0.0
171903,0.0
171904,1.0
171905,0.0
171906,1.0
171907,0.0
171908,0.0
171909,1.0
171910,1.0
171911,0.0
171912,0.0
171913,0.0
171914,0.0
171915,0.0
171916,0.0
171917,1.0
171918,0.0
171919,1.0
171920,0.0
171921,0.0
171922,0.0
171923,0.0
171924,0.0
171925,1.0
171926,0.0
171927,0.0
171928,0.0
171929,0.0
171930,0.0
171931,0.0
171932,1.0
171933,1.0
171934,1.0
171935,0.0
171936,1.0
171937,0.0
171938,0.0
171939,0.0
171940,0.0
171941,1.0
171942,0.0
171943,1.0
171944,0.0
171945,0.0
171946,1.0
171947,1.0
171948,1.0
171949,0.0
171950,0.0
171951,1.0
171952,0.0
171953,0.0
171954,1.0
171955,0.0
171956,1.0
171957,1.0
171958,0.0
171959,0.0
171960,1.0
171961,1.0
171962,1.0
171963,0.0
171964,0.0
171965,0.0
171966,0.0
171967,1.0
171968,1.0
171969,1.0
171970,1.0
171971,1.0
171972,0.0
171973,1.0
171974,0.0
171975,0.0
171976,0.0
171977,1.0
171978,0.0
171979,1.0
171980,1.0
171981,0.0
171982,1.0
171983,0.0
171984,0.0
171985,1.0
171986,0.0
171987,0.0
171988,1.0
171989,1.0
171990,0.0
171991,0.0
171992,1.0
171993,1.0
171994,0.0
171995,0.0
171996,1.0
171997,0.0
171998,1.0
171999,1.0
172000,1.0
172001,0.0
172002,0.0
172003,0.0
172004,0.0
172005,1.0
172006,0.0
172007,1.0
172008,1.0
172009,0.0
172010,0.0
172011,0.0
172012,1.0
172013,1.0
172014,0.0
172015,0.0
172016,0.0
172017,0.0
172018,0.0
172019,0.0
172020,0.0
172021,0.0
172022,0.0
172023,0.0
172024,1.0
172025,1.0
172026,1.0
172027,0.0
172028,1.0
172029,0.0
172030,0.0
172031,0.0
172032,0.0
172033,1.0
172034,0.0
172035,0.0
172036,0.0
172037,0.0
172038,1.0
172039,0.0
172040,0.0
172041,0.0
172042,0.0
172043,1.0
172044,0.0
172045,1.0
172046,0.0
172047,1.0
172048,1.0
172049,1.0
172050,1.0
172051,0.0
172052,1.0
172053,1.0
172054,0.0
172055,0.0
172056,0.0
172057,1.0
172058,0.0
172059,0.0
172060,1.0
172061,0.0
172062,0.0
172063,0.0
172064,0.0
172065,1.0
172066,0.0
172067,0.0
172068,0.0
172069,0.0
172070,0.0
172071,0.0
172072,1.0
172073,1.0
172074,1.0
172075,1.0
172076,1.0
172077,0.0
172078,0.0
172079,1.0
172080,0.0
172081,1.0
172082,1.0
172083,1.0
172084,1.0
172085,0.0
172086,0.0
172087,0.0
172088,1.0
172089,1.0
172090,1.0
172091,0.0
172092,0.0
172093,1.0
172094,0.0
172095,1.0
172096,0.0
172097,1.0
172098,0.0
172099,1.0
172100,0.0
172101,1.0
172102,0.0
172103,1.0
172104,0.0
172105,1.0
172106,0.0
172107,0.0
172108,1.0
172109,0.0
172110,1.0
172111,0.0
172112,1.0
172113,1.0
172114,1.0
172115,1.0
172116,0.0
172117,1.0
172118,0.0
172119,1.0
172120,0.0
172121,1.0
172122,0.0
172123,0.0
172124,1.0
172125,1.0
172126,0.0
172127,0.0
172128,0.0
172129,1.0
172130,0.0
172131,1.0
172132,0.0
172133,0.0
172134,1.0
172135,0.0
172136,1.0
172137,1.0
172138,1.0
172139,0.0
172140,0.0
172141,0.0
172142,1.0
172143,0.0
172144,1.0
172145,0.0
172146,1.0
172147,0.0
172148,1.0
172149,0.0
172150,1.0
172151,0.0
172152,1.0
172153,1.0
172154,0.0
172155,0.0
172156,1.0
172157,0.0
172158,0.0
172159,1.0
172160,1.0
172161,0.0
172162,1.0
172163,1.0
172164,1.0
172165,1.0
172166,0.0
172167,1.0
172168,1.0
172169,0.0
172170,1.0
172171,1.0
172172,1.0
172173,0.0
172174,0.0
172175,0.0
172176,1.0
172177,0.0
172178,1.0
172179,1.0
172180,0.0
172181,0.0
172182,1.0
172183,0.0
172184,0.0
172185,0.0
172186,1.0
172187,0.0
172188,1.0
172189,0.0
172190,0.0
172191,0.0
172192,1.0
172193,0.0
172194,1.0
172195,1.0
172196,1.0
172197,0.0
172198,9.770931707627653e-203
172199,0.0
172200,1.0
172201,0.0
172202,1.0
172203,1.0
172204,0.0
172205,0.0
172206,1.0
172207,1.0
172208,1.0
172209,0.0
172210,1.0
172211,0.0
172212,1.0
172213,1.0
172214,1.0
172215,0.0
172216,1.0
172217,0.0
172218,1.0
172219,0.0
172220,0.0
172221,0.0
172222,1.0
172223,0.0
172224,0.0
172225,0.0
172226,0.0
172227,0.0
172228,1.0
172229,0.0
172230,0.0
172231,1.0
172232,0.0
172233,0.0
172234,0.0
172235,0.0
172236,1.0
172237,0.0
172238,0.0
172239,0.0
172240,0.0
172241,1.0
172242,1.0
172243,1.0
172244,1.0
172245,0.0
172246,1.0
172247,1.0
172248,0.0
172249,1.0
172250,1.0
172251,1.0
172252,1.0
172253,1.0
172254,0.0
172255,1.0
172256,0.0
172257,0.0
172258,1.0
172259,0.0
172260,0.0
172261,0.0
172262,1.0
172263,0.0
172264,0.0
172265,1.0
172266,0.0
172267,0.0
172268,0.0
172269,1.0
172270,1.0
172271,1.0
172272,0.0
172273,1.0
172274,1.0
172275,1.0
172276,0.0
172277,0.0
172278,0.0
172279,1.0
172280,0.0
172281,1.0
172282,0.0
172283,0.0
172284,0.0
172285,0.0
172286,1.0
172287,0.0
172288,0.0
172289,1.0
172290,1.0
172291,0.0
172292,0.0
172293,0.0
172294,0.0
172295,0.0
172296,1.0
172297,1.0
172298,0.0
172299,1.0
172300,1.0
172301,1.0
172302,1.0
172303,0.0
172304,1.0
172305,1.0
172306,0.0
172307,1.0
172308,0.0
172309,0.0
172310,1.0
172311,0.0
172312,1.0
172313,1.0
172314,0.0
172315,1.0
172316,1.0
172317,0.0
172318,1.0
172319,1.0
172320,0.0
172321,1.0
172322,1.0
172323,0.0
172324,1.0
172325,1.0
172326,1.0
172327,1.0
172328,1.0
172329,0.0
172330,0.0
172331,1.0
172332,0.0
172333,1.0
172334,0.0
172335,0.0
172336,0.0
172337,0.0
172338,1.0
172339,0.0
172340,0.0
172341,0.0
172342,1.0
172343,0.0
172344,1.0
172345,1.0
172346,1.0
172347,0.0
172348,1.0
172349,0.0
172350,0.0
172351,0.0
172352,5.340330880707517e-56
172353,1.0
172354,0.0
172355,0.0
172356,1.0
172357,0.0
172358,0.0
172359,0.0
172360,1.0
172361,1.0
172362,0.0
172363,1.0
172364,1.0
172365,0.0
172366,0.0
172367,1.0
172368,1.0
172369,0.0
172370,1.0
172371,0.0
172372,1.0
172373,0.0
172374,0.0
172375,0.0
172376,0.0
172377,1.0
172378,1.0
172379,0.0
172380,0.0
172381,1.0
172382,0.0
172383,0.0
172384,1.0
172385,0.0
172386,0.0
172387,1.0
172388,1.0
172389,1.0
172390,1.0
172391,0.0
172392,0.0
172393,0.0
172394,1.0
172395,7.520953566359706e-165
172396,0.0
172397,0.0
172398,0.0
172399,0.0
172400,0.0
172401,0.0
172402,1.0
172403,1.0
172404,0.0
172405,0.0
172406,1.0
172407,1.0
172408,0.0
172409,0.0
172410,0.0
172411,1.0
172412,0.0
172413,1.0
172414,0.0
172415,1.0
172416,1.0
172417,0.0
172418,0.0
172419,0.0
172420,1.0
172421,0.0
172422,0.0
172423,0.0
172424,0.0
172425,1.0
172426,0.0
172427,0.0
172428,0.0
172429,0.0
172430,0.0
172431,1.0
172432,1.0
172433,0.0
172434,0.0
172435,1.0
172436,0.0
172437,0.0
172438,1.0
172439,1.0
172440,0.0
172441,0.0
172442,0.0
172443,0.0
172444,1.0
172445,1.0
172446,0.0
172447,0.0
172448,1.0
172449,0.0
172450,0.0
172451,1.0
172452,1.0
172453,0.0
172454,0.0
172455,0.0
172456,1.0
172457,1.0
172458,1.0
172459,0.0
172460,1.0
172461,1.0
172462,1.0
172463,0.0
172464,0.0
172465,1.0
172466,1.0
172467,0.0
172468,0.0
172469,0.0
172470,1.0
172471,0.0
172472,0.0
172473,0.0
172474,1.0
172475,1.0
172476,0.0
172477,0.0
172478,0.0
172479,0.0
172480,0.0
172481,1.0
172482,1.0
172483,4.641617794302512e-165
172484,0.0
172485,1.0
172486,0.0
172487,0.0
172488,1.0
172489,1.0
172490,0.0
172491,0.0
172492,1.0
172493,0.0
172494,0.0
172495,0.0
172496,1.0
172497,1.0
172498,1.0
172499,0.0
172500,1.0
172501,1.0
172502,0.0
172503,1.0
172504,1.0
172505,1.0
172506,1.0
172507,1.0
172508,0.0
172509,0.0
172510,0.0
172511,1.0
172512,1.0
172513,0.0
172514,1.0
172515,0.0
172516,0.0
172517,1.0
172518,1.0
172519,1.0
172520,0.0
172521,0.0
172522,1.0
172523,1.0
172524,1.0
172525,1.0
172526,0.0
172527,0.0
172528,1.0
172529,0.0
172530,0.0
172531,1.0
172532,1.0
172533,0.0
172534,1.0
172535,1.0
172536,0.0
172537,1.0
172538,0.0
172539,0.0
172540,1.0
172541,1.0
172542,1.0
172543,5.0970313362424e-227
172544,0.0
172545,1.0
172546,0.0
172547,0.0
172548,0.0
172549,0.0
172550,0.0
172551,0.0
172552,0.0
172553,0.0
172554,1.0
172555,1.0
172556,0.0
172557,1.0
172558,1.0
172559,1.0
172560,0.0
172561,1.0
172562,0.0
172563,0.0
172564,1.0
172565,1.0
172566,0.0
172567,0.0
172568,0.0
172569,1.0
172570,1.0
172571,0.0
172572,0.0
172573,0.0
172574,1.0
172575,0.0
172576,0.0
172577,0.0
172578,1.0
172579,1.0
172580,1.0
172581,1.0
172582,1.0
172583,9.967386252165387e-282
172584,0.0
172585,1.0
172586,1.0
172587,1.0
172588,1.0
172589,0.0
172590,0.0
172591,0.0
172592,1.0
172593,1.0
172594,0.0
172595,0.0
172596,0.0
172597,1.0
172598,1.0
172599,1.0
172600,1.0
172601,0.0
172602,1.0
172603,0.0
172604,0.0
172605,0.0
172606,1.0
172607,0.0
172608,0.0
172609,0.0
172610,1.0
172611,1.0
172612,0.0
172613,0.0
172614,1.0
172615,1.0
172616,0.0
172617,0.0
172618,1.0
172619,0.0
172620,0.0
172621,0.0
172622,1.0
172623,1.0
172624,1.0
172625,0.0
172626,0.0
172627,0.0
172628,0.0
172629,1.0
172630,0.0
172631,0.0
172632,1.0
172633,0.0
172634,0.0
172635,1.0
172636,0.0
172637,1.0
172638,0.0
172639,1.0
172640,1.0
172641,1.0
172642,0.0
172643,0.0
172644,1.0
172645,0.0
172646,0.0
172647,1.0
172648,1.0
172649,0.0
172650,1.0
172651,1.0
172652,1.0
172653,0.0
172654,0.0
172655,0.0
172656,1.0
172657,1.0
172658,1.0
172659,0.0
172660,0.0
172661,1.0
172662,0.0
172663,1.0
172664,0.0
172665,0.0
172666,0.0
172667,1.0
172668,0.0
172669,0.0
172670,0.0
172671,0.0
172672,1.0
172673,1.0
172674,1.0
172675,1.0
172676,1.0
172677,1.0
172678,1.0
172679,0.0
172680,0.0
172681,1.0
172682,1.0
172683,0.0
172684,1.0
172685,0.0
172686,1.0
172687,0.0
172688,0.0
172689,1.0
172690,1.0
172691,0.0
172692,0.0
172693,0.0
172694,0.0
172695,1.0
172696,0.0
172697,0.0
172698,0.0
172699,0.0
172700,0.0
172701,0.0
172702,1.0
172703,1.0
172704,0.0
172705,1.0
172706,0.0
172707,0.0
172708,0.0
172709,1.0
172710,1.0
172711,1.0
172712,0.0
172713,0.0
172714,0.0
172715,0.0
172716,1.0
172717,0.0
172718,0.0
172719,0.0
172720,0.0
172721,1.0
172722,0.0
172723,1.0
172724,1.0
172725,0.0
172726,1.0
172727,0.0
172728,1.0
172729,0.0
172730,1.0
172731,0.0
172732,1.0
172733,0.0
172734,0.0
172735,0.0
172736,1.0
172737,1.0
172738,0.0
172739,0.0
172740,0.0
172741,0.0
172742,0.0
172743,0.0
172744,1.0
172745,0.0
172746,0.0
172747,1.0
172748,0.0
172749,0.0
172750,0.0
172751,1.0
172752,0.0
172753,0.0
172754,0.0
172755,0.0
172756,0.0
172757,1.0
172758,1.0
172759,1.0
172760,0.0
172761,1.0
172762,0.0
172763,0.0
172764,1.0
172765,1.0
172766,1.0
172767,0.0
172768,1.0
172769,1.0
172770,0.0
172771,0.0
172772,0.0
172773,0.0
172774,1.0
172775,0.0
172776,0.0
172777,0.0
172778,0.0
172779,0.0
172780,0.0
172781,1.0
172782,1.0
172783,1.0
172784,1.0
172785,0.0
172786,0.0
172787,0.0
172788,0.0
172789,0.0
172790,0.0
172791,1.0
172792,0.0
172793,0.0
172794,1.0
172795,0.0
172796,0.0
172797,1.0
172798,0.0
172799,0.0
172800,0.0
172801,0.0
172802,0.0
172803,0.0
172804,0.0
172805,1.0
172806,1.0
172807,1.0
172808,0.0
172809,0.0
172810,0.0
172811,1.0
172812,0.0
172813,1.0
172814,0.0
172815,0.0
172816,1.0
172817,1.0
172818,1.89317634555301e-165
172819,1.0
172820,1.0
172821,0.0
172822,1.0
172823,1.0
172824,0.0
172825,0.0
172826,0.0
172827,1.0
172828,1.0
172829,1.0
172830,1.0
172831,0.0
172832,0.0
172833,0.0
172834,1.0
172835,1.0
172836,1.0
172837,0.0
172838,0.0
172839,1.0
172840,1.0
172841,0.0
172842,0.0
172843,0.0
172844,0.0
172845,1.0
172846,1.0
172847,0.0
172848,1.0
172849,1.0
172850,0.0
172851,1.0
172852,0.0
172853,1.0
172854,1.0
172855,0.0
172856,1.0
172857,0.0
172858,1.0
172859,1.0
172860,1.0
172861,1.0
172862,1.0
172863,0.0
172864,0.0
172865,0.0
172866,0.0
172867,1.0
172868,0.0
172869,1.0
172870,1.0
172871,1.0
172872,0.0
172873,1.0
172874,0.0
172875,0.0
172876,1.0
172877,1.0
172878,1.0
172879,1.0
172880,1.0
172881,0.0
172882,0.0
172883,0.0
172884,0.0
172885,0.0
172886,0.0
172887,1.0
172888,0.0
172889,1.0
172890,1.0
172891,0.0
172892,1.0
172893,1.0
172894,1.0
172895,1.0
172896,1.0
172897,0.0
172898,0.0
172899,0.0
172900,0.0
172901,0.0
172902,0.0
172903,0.0
172904,1.0
172905,0.0
172906,0.0
172907,1.0
172908,0.0
172909,1.0
172910,1.0
172911,0.0
172912,0.0
172913,0.0
172914,1.0
172915,0.0
172916,1.0
172917,0.0
172918,1.0
172919,1.0
172920,0.0
172921,1.0
172922,1.0
172923,1.0
172924,1.0
172925,1.0
172926,0.0
172927,1.0
172928,0.0
172929,1.0
172930,1.0
172931,1.0
172932,0.0
172933,1.0
172934,0.0
172935,1.0
172936,1.0
172937,0.0
172938,0.0
172939,1.0
172940,1.0
172941,1.0353034277310673e-44
172942,0.0
172943,1.0
172944,1.0
172945,0.0
172946,1.0
172947,0.0
172948,1.0
172949,0.0
172950,0.0
172951,1.0
172952,0.0
172953,0.0
172954,1.0
172955,0.0
172956,0.0
172957,0.0
172958,1.0
172959,1.0
172960,3.5210932136905273e-165
172961,1.0
172962,1.0
172963,1.0
172964,0.0
172965,0.0
172966,0.0
172967,1.0
172968,0.0
172969,0.0
172970,1.0
172971,0.0
172972,0.0
172973,1.0
172974,0.0
172975,1.0
172976,1.0
172977,1.0
172978,0.0
172979,0.0
172980,1.0
172981,1.0
172982,0.0
172983,0.0
172984,0.0
172985,0.0
172986,0.0
172987,0.0
172988,1.0
172989,0.0
172990,0.0
172991,1.0
172992,1.0
172993,0.0
172994,1.0
172995,1.0
172996,0.0
172997,0.0
172998,0.0
172999,1.0
173000,0.0
173001,0.0
173002,1.0
173003,0.0
173004,0.0
173005,1.0
173006,0.0
173007,0.0
173008,0.0
173009,0.0
173010,0.0
173011,1.0
173012,0.0
173013,1.0
173014,0.0
173015,0.0
173016,1.0
173017,0.0
173018,0.0
173019,0.0
173020,1.0
173021,1.0
173022,1.0
173023,0.0
173024,1.0
173025,0.0
173026,1.0
173027,1.0
173028,1.0
173029,1.0
173030,0.0
173031,1.0
173032,0.0
173033,0.0
173034,1.0
173035,0.0
173036,1.0
173037,1.0
173038,0.0
173039,0.0
173040,1.0
173041,1.0
173042,1.0
173043,0.0
173044,0.0
173045,1.0
173046,1.0
173047,1.0
173048,0.0
173049,1.0
173050,1.0
173051,0.0
173052,0.0
173053,0.0
173054,0.0
173055,1.0
173056,1.0
173057,1.0
173058,1.0
173059,0.0
173060,0.0
173061,0.0
173062,0.0
173063,0.0
173064,0.0
173065,0.0
173066,0.0
173067,0.0
173068,1.0
173069,0.0
173070,0.0
173071,1.0
173072,1.0
173073,1.0
173074,0.0
173075,1.0
173076,0.0
173077,0.0
173078,0.0
173079,1.0
173080,1.0
173081,1.0
173082,0.0
173083,1.0
173084,0.0
173085,0.0
173086,1.0
173087,1.0
173088,0.0
173089,0.0
173090,1.0
173091,1.0
173092,1.0
173093,0.0
173094,1.0
173095,0.0
173096,1.0
173097,0.0
173098,0.0
173099,0.0
173100,0.0
173101,0.0
173102,1.0
173103,0.0
173104,1.0
173105,0.0
173106,0.0
173107,0.0
173108,0.0
173109,1.0
173110,1.0
173111,0.0
173112,0.0
173113,1.0
173114,0.0
173115,1.0
173116,1.0
173117,1.0
173118,0.0
173119,1.0
173120,0.0
173121,0.0
173122,0.0
173123,0.0
173124,0.0
173125,0.0
173126,0.0
173127,0.0
173128,0.0
173129,1.0
173130,1.0
173131,0.0
173132,1.0
173133,0.0
173134,0.0
173135,0.0
173136,0.0
173137,1.0
173138,0.0
173139,0.0
173140,0.0
173141,1.0
173142,1.0
173143,0.0
173144,1.0
173145,1.0
173146,1.0
173147,1.0
173148,0.0
173149,0.0
173150,1.0
173151,0.0
173152,0.0
173153,1.0
173154,0.0
173155,1.0
173156,0.0
173157,1.0
173158,0.0
173159,1.0
173160,1.0
173161,0.0
173162,1.0
173163,0.0
173164,0.0
173165,0.0
173166,1.0
173167,1.0
173168,0.0
173169,1.0
173170,0.0
173171,0.0
173172,1.0
173173,1.0
173174,1.0
173175,1.0
173176,0.0
173177,0.0
173178,0.0
173179,0.0
173180,0.0
173181,0.0
173182,0.0
173183,0.0
173184,0.0
